ASSET	HOUSE	            ASSETVAL	                dist
   80	    4	   2.212266666666666	   0.000000000000000
   80	    5	   1.766399999999999	   0.000000000000000
   80	    6	  -3.584000000000001	   0.000775552976733
   81	    0	   5.400000000000000	   0.000000000000000
   81	    1	   3.624640000000001	   0.000000000000000
   81	    2	   3.180800000000000	   0.000001084195727
   81	    3	   2.736960000000000	   0.000267971190923
   81	    4	   2.293120000000000	   0.000000000000000
   81	    5	   1.849280000000000	   0.000000000000000
   81	    6	  -3.476800000000000	   0.000725458475665
   82	    0	   5.466666666666667	   0.000000000000000
   82	    1	   3.699413333333335	   0.000000000000000
   82	    2	   3.257600000000000	   0.000000286146200
   82	    3	   2.815786666666667	   0.000196228732530
   82	    4	   2.373973333333334	   0.000000000000000
   82	    5	   1.932160000000000	   0.000000000000000
   82	    6	  -3.369600000000000	   0.000684778319754
   83	    0	   5.533333333333333	   0.000000000000000
   83	    1	   3.774186666666667	   0.000000000000000
   83	    2	   3.334400000000000	   0.000000072032345
   83	    3	   2.894613333333333	   0.000155641359528
   83	    4	   2.454826666666666	   0.000000000000000
   83	    5	   2.015039999999999	   0.000000000000000
   83	    6	  -3.262400000000001	   0.000647388311631
   84	    0	   5.600000000000000	   0.000000000000000
   84	    1	   3.848960000000001	   0.000000000000000
   84	    2	   3.411200000000000	   0.000000017398826
   84	    3	   2.973440000000000	   0.000126711214673
   84	    4	   2.535680000000001	   0.000000000000000
   84	    5	   2.097920000000000	   0.000000000000000
   84	    6	  -3.155200000000000	   0.000612893478151
   85	    0	   5.666666666666667	   0.000000000000000
   85	    1	   3.923733333333333	   0.000000000000000
   85	    2	   3.487999999999999	   0.000000004015957
   85	    3	   3.052266666666666	   0.000105997266708
   85	    4	   2.616533333333333	   0.000000000000000
   85	    5	   2.180799999999999	   0.000000000000000
   85	    6	  -3.048000000000001	   0.000581119535952
   86	    0	   5.733333333333333	   0.000000000000000
   86	    1	   3.998506666666667	   0.000000000000000
   86	    2	   3.564800000000000	   0.000000000888444
   86	    3	   3.131093333333333	   0.000086065172014
   86	    4	   2.697386666666667	   0.000000000000000
   86	    5	   2.263680000000000	   0.000000000000000
   86	    6	  -2.940800000000000	   0.000551094867504
   87	    0	   5.800000000000000	   0.000000000000000
   87	    1	   4.073280000000001	   0.000000000000000
   87	    2	   3.641600000000000	   0.000000000190093
   87	    3	   3.209920000000000	   0.000071088698245
   87	    4	   2.778240000000001	   0.000000000000000
   87	    5	   2.346560000000000	   0.000000000000000
   87	    6	  -2.833600000000000	   0.000522944836861
   88	    0	   5.866666666666666	   0.000000000000000
   88	    1	   4.148053333333333	   0.000000000000000
   88	    2	   3.718399999999999	   0.000000000041092
   88	    3	   3.288746666666666	   0.000057189600933
   88	    4	   2.859093333333333	   0.000000000000000
   88	    5	   2.429440000000000	   0.000000000000000
   88	    6	  -2.726400000000001	   0.000496387819004
   89	    0	   5.933333333333334	   0.000000000000000
   89	    1	   4.222826666666667	   0.000000000000000
   89	    2	   3.795200000000000	   0.000000000011139
   89	    3	   3.367573333333333	   0.000046849252958
   89	    4	   2.939946666666667	   0.000000000000000
   89	    5	   2.512320000000000	   0.000000000000000
   89	    6	  -2.619200000000000	   0.000472805031337
   90	    0	   6.000000000000000	   0.000000000000000
   90	    1	   4.297600000000001	   0.000000000000000
   90	    2	   3.872000000000000	   0.000000000003070
   90	    3	   3.446400000000001	   0.000038243261618
   90	    4	   3.020800000000001	   0.000000000000000
   90	    5	   2.595200000000001	   0.000000000000000
   90	    6	  -2.512000000000000	   0.000449247112358
   91	    0	   6.066666666666666	   0.000000000000000
   91	    1	   4.372373333333334	   0.000000000000000
   91	    2	   3.948799999999999	   0.000000000000000
   91	    3	   3.525226666666666	   0.000030470019650
   91	    4	   3.101653333333334	   0.000000000000000
   91	    5	   2.678080000000000	   0.000000000000000
   91	    6	  -2.404800000000000	   0.000446011318862
   92	    0	   6.133333333333333	   0.000000000000000
   92	    1	   4.447146666666668	   0.000000000000000
   92	    2	   4.025600000000000	   0.000000000000000
   92	    3	   3.604053333333333	   0.000024580047048
   92	    4	   3.182506666666667	   0.000000000000000
   92	    5	   2.760960000000000	   0.000000000000000
   92	    6	  -2.297600000000000	   0.000435491431646
   93	    0	   6.200000000000000	   0.000000000000000
   93	    1	   4.521920000000001	   0.000000000000000
   93	    2	   4.102399999999999	   0.000000000000000
   93	    3	   3.682879999999999	   0.000019511347483
   93	    4	   3.263360000000000	   0.000000000000000
   93	    5	   2.843839999999999	   0.000000000000000
   93	    6	  -2.190400000000001	   0.000404358292907
   94	    0	   6.266666666666667	   0.000000000000000
   94	    1	   4.596693333333334	   0.000000000000000
   94	    2	   4.179200000000000	   0.000000000000000
   94	    3	   3.761706666666667	   0.000015656384991
   94	    4	   3.344213333333334	   0.000000000000000
   94	    5	   2.926720000000000	   0.000000000000000
   94	    6	  -2.083200000000000	   0.000386705718433
   95	    0	   6.333333333333333	   0.000000000000000
   95	    1	   4.671466666666668	   0.000000000000000
   95	    2	   4.256000000000000	   0.000000000000000
   95	    3	   3.840533333333334	   0.000012412386777
   95	    4	   3.425066666666667	   0.000000000000000
   95	    5	   3.009600000000000	   0.000000000000000
   95	    6	  -1.976000000000000	   0.000362930480133
   96	    0	   6.400000000000000	   0.000000000000000
   96	    1	   4.746240000000000	   0.000000000000000
   96	    2	   4.332800000000000	   0.000000000000000
   96	    3	   3.919359999999999	   0.000010499460553
   96	    4	   3.505920000000000	   0.000000000000000
   96	    5	   3.092480000000000	   0.000000000000000
   96	    6	  -1.868800000000000	   0.000343696664675
   97	    0	   6.466666666666667	   0.000000000000000
   97	    1	   4.821013333333334	   0.000000000000000
   97	    2	   4.409600000000000	   0.000000000000000
   97	    3	   3.998186666666667	   0.000003205509974
   97	    4	   3.586773333333334	   0.000000000000000
   97	    5	   3.175360000000000	   0.000000000000000
   97	    6	  -1.761600000000000	   0.000323592432394
   98	    0	   6.533333333333333	   0.000000000000000
   98	    1	   4.895786666666667	   0.000000000000000
   98	    2	   4.486399999999999	   0.000000000000000
   98	    3	   4.077013333333332	   0.000000000000000
   98	    4	   3.667626666666667	   0.000000000000000
   98	    5	   3.258239999999999	   0.000000000000000
   98	    6	  -1.654400000000001	   0.000305651789287
   99	    0	   6.600000000000000	   0.000000000000000
   99	    1	   4.970560000000001	   0.000000000000000
   99	    2	   4.563199999999999	   0.000000000000000
   99	    3	   4.155840000000000	   0.000000000000000
   99	    4	   3.748480000000000	   0.000000000000000
   99	    5	   3.341120000000000	   0.000000000000000
   99	    6	  -1.547200000000000	   0.000287828125965
  100	    0	   6.666666666666667	   0.000000000000000
  100	    1	   5.045333333333335	   0.000000000000000
  100	    2	   4.640000000000000	   0.000000000000000
  100	    3	   4.234666666666667	   0.000000000000000
  100	    4	   3.829333333333334	   0.000000000000000
  100	    5	   3.424000000000000	   0.000000000000000
  100	    6	  -1.440000000000000	   0.000271915678048
  101	    0	   6.733333333333333	   0.000000000000000
  101	    1	   5.120106666666667	   0.000000000000000
  101	    2	   4.716799999999999	   0.000000000000000
  101	    3	   4.313493333333333	   0.000000000000000
  101	    4	   3.910186666666667	   0.000000000000000
  101	    5	   3.506880000000000	   0.000000000000000
  101	    6	  -1.332800000000001	   0.000258055025749
  102	    0	   6.800000000000000	   0.000000000000000
  102	    1	   5.194880000000001	   0.000000000000000
  102	    2	   4.793600000000000	   0.000000000000000
  102	    3	   4.392320000000000	   0.000000000000000
  102	    4	   3.991040000000000	   0.000000000000000
  102	    5	   3.589760000000000	   0.000000000000000
  102	    6	  -1.225600000000000	   0.000246757208311
  103	    0	   6.866666666666666	   0.000000000000000
  103	    1	   5.269653333333335	   0.000000000000000
  103	    2	   4.870400000000000	   0.000000000000000
  103	    3	   4.471146666666667	   0.000000000000000
  103	    4	   4.071893333333334	   0.000000000000000
  103	    5	   3.672640000000001	   0.000000000000000
  103	    6	  -1.118399999999999	   0.000238552317418
  104	    0	   6.933333333333334	   0.000000000000000
  104	    1	   5.344426666666667	   0.000000000000000
  104	    2	   4.947200000000000	   0.000000000000000
  104	    3	   4.549973333333333	   0.000000000000000
  104	    4	   4.152746666666666	   0.000000000000000
  104	    5	   3.755520000000000	   0.000000000000000
  104	    6	  -1.011200000000000	   0.000230168669951
  105	    0	   7.000000000000000	   0.000000000000000
  105	    1	   5.419200000000001	   0.000000000000000
  105	    2	   5.024000000000000	   0.000000000000000
  105	    3	   4.628800000000000	   0.000000000000000
  105	    4	   4.233600000000001	   0.000000000000000
  105	    5	   3.838400000000000	   0.000000000000000
  105	    6	  -0.904000000000000	   0.000232040567482
  106	    0	   7.066666666666666	   0.000000000000000
  106	    1	   5.493973333333334	   0.000000000000000
  106	    2	   5.100800000000000	   0.000000000000000
  106	    3	   4.707626666666666	   0.000000000000000
  106	    4	   4.314453333333333	   0.000000000000000
  106	    5	   3.921279999999999	   0.000000000000000
  106	    6	  -0.796800000000001	   0.000231723062088
  107	    0	   7.133333333333333	   0.000000000000000
  107	    1	   5.568746666666668	   0.000000000000000
  107	    2	   5.177600000000000	   0.000000000000000
  107	    3	   4.786453333333333	   0.000000000000000
  107	    4	   4.395306666666667	   0.000000000000000
  107	    5	   4.004160000000000	   0.000000000000000
  107	    6	  -0.689600000000000	   0.000206272951456
  108	    0	   7.200000000000000	   0.000000000000000
  108	    1	   5.643520000000001	   0.000000000000000
  108	    2	   5.254400000000000	   0.000000000000000
  108	    3	   4.865280000000000	   0.000000000000000
  108	    4	   4.476160000000001	   0.000000000000000
  108	    5	   4.087040000000001	   0.000000000000000
  108	    6	  -0.582399999999999	   0.000192100714234
  109	    0	   7.266666666666667	   0.000000000000000
  109	    1	   5.718293333333334	   0.000000000000000
  109	    2	   5.331199999999999	   0.000000000000000
  109	    3	   4.944106666666666	   0.000000000000000
  109	    4	   4.557013333333334	   0.000000000000000
  109	    5	   4.169919999999999	   0.000000000000000
  109	    6	  -0.475200000000000	   0.000179930011268
  110	    0	   7.333333333333333	   0.000000000000000
  110	    1	   5.793066666666668	   0.000000000000000
  110	    2	   5.407999999999999	   0.000000000000000
  110	    3	   5.022933333333333	   0.000000000000000
  110	    4	   4.637866666666667	   0.000000000000000
  110	    5	   4.252800000000001	   0.000000000000000
  110	    6	  -0.368000000000000	   0.000169573002624
  111	    0	   7.399999999999999	   0.000000000000000
  111	    1	   5.867840000000002	   0.000000000000000
  111	    2	   5.484800000000001	   0.000000000000000
  111	    3	   5.101760000000001	   0.000000000000000
  111	    4	   4.718720000000001	   0.000000000000000
  111	    5	   4.335680000000001	   0.000000000000000
  111	    6	  -0.260799999999999	   0.000160636803007
  112	    0	   7.466666666666667	   0.000000000000000
  112	    1	   5.942613333333334	   0.000000000000000
  112	    2	   5.561599999999999	   0.000000000000000
  112	    3	   5.180586666666667	   0.000000000000000
  112	    4	   4.799573333333334	   0.000000000000000
  112	    5	   4.418560000000000	   0.000000000000000
  112	    6	  -0.153600000000000	   0.000152689149380
  113	    0	   7.533333333333333	   0.000000000000000
  113	    1	   6.017386666666668	   0.000000000000000
  113	    2	   5.638400000000000	   0.000000000000000
  113	    3	   5.259413333333334	   0.000000000000000
  113	    4	   4.880426666666668	   0.000000000000000
  113	    5	   4.501440000000001	   0.000000000000000
  113	    6	  -0.046399999999999	   0.000142615198202
  114	    0	   7.600000000000000	   0.000000000000000
  114	    1	   6.092160000000001	   0.000000000000000
  114	    2	   5.715199999999999	   0.000000000000000
  114	    3	   5.338239999999999	   0.000000000000000
  114	    4	   4.961280000000000	   0.000000000000000
  114	    5	   4.584320000000000	   0.000000000000000
  114	    6	   0.060800000000000	   0.000128958122207
  115	    0	   7.666666666666667	   0.000000000000000
  115	    1	   6.166933333333334	   0.000000000000000
  115	    2	   5.792000000000000	   0.000000000000000
  115	    3	   5.417066666666667	   0.000000000000000
  115	    4	   5.042133333333334	   0.000000000000000
  115	    5	   4.667200000000000	   0.000000000000000
  115	    6	   0.168000000000000	   0.000110132683150
  116	    0	   7.733333333333333	   0.000000000000000
  116	    1	   6.241706666666668	   0.000000000000000
  116	    2	   5.868800000000000	   0.000000000000000
  116	    3	   5.495893333333334	   0.000000000000000
  116	    4	   5.122986666666668	   0.000000000000000
  116	    5	   4.750080000000001	   0.000000000000000
  116	    6	   0.275200000000001	   0.000088313603070
  117	    0	   7.800000000000000	   0.000000000000000
  117	    1	   6.316480000000000	   0.000000000000000
  117	    2	   5.945600000000000	   0.000000000000000
  117	    3	   5.574719999999999	   0.000000000000000
  117	    4	   5.203840000000000	   0.000000000000000
  117	    5	   4.832960000000000	   0.000000000000000
  117	    6	   0.382400000000000	   0.000074533236862
  118	    0	   7.866666666666666	   0.000000000000000
  118	    1	   6.391253333333335	   0.000000000000000
  118	    2	   6.022400000000000	   0.000000000000000
  118	    3	   5.653546666666667	   0.000000000000000
  118	    4	   5.284693333333334	   0.000000000000000
  118	    5	   4.915840000000000	   0.000000000000000
  118	    6	   0.489600000000001	   0.000053085162068
  119	    0	   7.933333333333334	   0.000000000000000
  119	    1	   6.466026666666667	   0.000000000000000
  119	    2	   6.099199999999999	   0.000000000000000
  119	    3	   5.732373333333332	   0.000000000000000
  119	    4	   5.365546666666667	   0.000000000000000
  119	    5	   4.998720000000000	   0.000000000000000
  119	    6	   0.596800000000000	   0.000036122944700
  120	    0	   8.000000000000000	   0.000000000000000
  120	    1	   6.540800000000001	   0.000000000000000
  120	    2	   6.175999999999999	   0.000000000000000
  120	    3	   5.811199999999999	   0.000000000000000
  120	    4	   5.446400000000001	   0.000000000000000
  120	    5	   5.081600000000000	   0.000000000000000
  120	    6	   0.704000000000000	   0.000023496331116
  121	    0	   8.066666666666666	   0.000000000000000
  121	    1	   6.615573333333335	   0.000000000000000
  121	    2	   6.252800000000001	   0.000000000000000
  121	    3	   5.890026666666667	   0.000000000000000
  121	    4	   5.527253333333334	   0.000000000000000
  121	    5	   5.164480000000001	   0.000000000000000
  121	    6	   0.811200000000001	   0.000014541150308
  122	    0	   8.133333333333333	   0.000000000000000
  122	    1	   6.690346666666668	   0.000000000000000
  122	    2	   6.329599999999999	   0.000000000000000
  122	    3	   5.968853333333333	   0.000000000000000
  122	    4	   5.608106666666667	   0.000000000000000
  122	    5	   5.247360000000000	   0.000000000000000
  122	    6	   0.918400000000000	   0.000008508758075
  123	    0	   8.199999999999999	   0.000000000000000
  123	    1	   6.765120000000001	   0.000000000000000
  123	    2	   6.406400000000000	   0.000000000000000
  123	    3	   6.047680000000000	   0.000000000000000
  123	    4	   5.688960000000001	   0.000000000000000
  123	    5	   5.330240000000001	   0.000000000000000
  123	    6	   1.025600000000001	   0.000004695576392
  124	    0	   8.266666666666666	   0.000000000000000
  124	    1	   6.839893333333335	   0.000000000000000
  124	    2	   6.483200000000000	   0.000000000000000
  124	    3	   6.126506666666667	   0.000000000000000
  124	    4	   5.769813333333334	   0.000000000000000
  124	    5	   5.413120000000001	   0.000000000000000
  124	    6	   1.132800000000001	   0.000002441417388
  125	    0	   8.333333333333334	   0.000000000000000
  125	    1	   6.914666666666667	   0.000000000000000
  125	    2	   6.560000000000000	   0.000000000000000
  125	    3	   6.205333333333333	   0.000000000000000
  125	    4	   5.850666666666667	   0.000000000000000
  125	    5	   5.496000000000000	   0.000000000000000
  125	    6	   1.240000000000000	   0.000001131740905
  126	    0	   8.400000000000000	   0.000000000000000
  126	    1	   6.989440000000001	   0.000000000000000
  126	    2	   6.636800000000000	   0.000000000000000
  126	    3	   6.284160000000000	   0.000000000000000
  126	    4	   5.931520000000001	   0.000000000000000
  126	    5	   5.578880000000001	   0.000000000000000
  126	    6	   1.347200000000001	   0.000000507592244
  127	    0	   8.466666666666667	   0.000000000000000
  127	    1	   7.064213333333334	   0.000000000000000
  127	    2	   6.713600000000000	   0.000000000000000
  127	    3	   6.362986666666666	   0.000000000000000
  127	    4	   6.012373333333334	   0.000000000000000
  127	    5	   5.661760000000000	   0.000000000000000
  127	    6	   1.454400000000000	   0.000000212197386
  128	    0	   8.533333333333333	   0.000000000000000
  128	    1	   7.138986666666668	   0.000000000000000
  128	    2	   6.790400000000000	   0.000000000000000
  128	    3	   6.441813333333333	   0.000000000000000
  128	    4	   6.093226666666667	   0.000000000000000
  128	    5	   5.744640000000000	   0.000000000000000
  128	    6	   1.561600000000001	   0.000000080732074
  129	    0	   8.600000000000000	   0.000000000000000
  129	    1	   7.213760000000002	   0.000000000000000
  129	    2	   6.867200000000000	   0.000000000000000
  129	    3	   6.520640000000000	   0.000000000000000
  129	    4	   6.174080000000001	   0.000000000000000
  129	    5	   5.827520000000001	   0.000000000000000
  129	    6	   1.668800000000001	   0.000000027190501
  130	    0	   8.666666666666666	   0.000000000000000
  130	    1	   7.288533333333334	   0.000000000000000
  130	    2	   6.943999999999999	   0.000000000000000
  130	    3	   6.599466666666666	   0.000000000000000
  130	    4	   6.254933333333334	   0.000000000000000
  130	    5	   5.910400000000000	   0.000000000000000
  130	    6	   1.776000000000000	   0.000000008005997
  131	    0	   8.733333333333333	   0.000000000000000
  131	    1	   7.363306666666668	   0.000000000000000
  131	    2	   7.020800000000000	   0.000000000000000
  131	    3	   6.678293333333333	   0.000000000000000
  131	    4	   6.335786666666667	   0.000000000000000
  131	    5	   5.993280000000000	   0.000000000000000
  131	    6	   1.883200000000001	   0.000000002059181
  132	    0	   8.800000000000001	   0.000000000000000
  132	    1	   7.438080000000000	   0.000000000000000
  132	    2	   7.097599999999999	   0.000000000000000
  132	    3	   6.757120000000000	   0.000000000000000
  132	    4	   6.416640000000000	   0.000000000000000
  132	    5	   6.076160000000000	   0.000000000000000
  132	    6	   1.990400000000000	   0.000000000454344
  133	    0	   8.866666666666667	   0.000000000000000
  133	    1	   7.512853333333334	   0.000000000000000
  133	    2	   7.174399999999999	   0.000000000000000
  133	    3	   6.835946666666667	   0.000000000000000
  133	    4	   6.497493333333334	   0.000000000000000
  133	    5	   6.159040000000000	   0.000000000000000
  133	    6	   2.097600000000000	   0.000000000083602
  134	    0	   8.933333333333334	   0.000000000000000
  134	    1	   7.587626666666668	   0.000000000000000
  134	    2	   7.251200000000000	   0.000000000000000
  134	    3	   6.914773333333334	   0.000000000000000
  134	    4	   6.578346666666667	   0.000000000000000
  134	    5	   6.241920000000000	   0.000000000000000
  134	    6	   2.204800000000001	   0.000000000008632
  135	    0	   9.000000000000000	   0.000000000000000
  135	    1	   7.662400000000001	   0.000000000000000
  135	    2	   7.327999999999999	   0.000000000000000
  135	    3	   6.993600000000000	   0.000000000000000
  135	    4	   6.659200000000000	   0.000000000000000
  135	    5	   6.324800000000000	   0.000000000000000
  135	    6	   2.312000000000000	   0.000000000000918
  136	    0	   9.066666666666666	   0.000000000000000
  136	    1	   7.737173333333335	   0.000000000000000
  136	    2	   7.404800000000000	   0.000000000000000
  136	    3	   7.072426666666667	   0.000000000000000
  136	    4	   6.740053333333334	   0.000000000000000
  136	    5	   6.407680000000000	   0.000000000000000
  136	    6	   2.419200000000001	   0.000000000000086
  137	    0	   9.133333333333333	   0.000000000000000
  137	    1	   7.811946666666668	   0.000000000000000
  137	    2	   7.481600000000000	   0.000000000000000
  137	    3	   7.151253333333334	   0.000000000000000
  137	    4	   6.820906666666668	   0.000000000000000
  137	    5	   6.490560000000001	   0.000000000000000
  137	    6	   2.526400000000002	   0.000000000000007
  138	    0	   9.199999999999999	   0.000000000000000
  138	    1	   7.886720000000001	   0.000000000000000
  138	    2	   7.558400000000000	   0.000000000000000
  138	    3	   7.230080000000000	   0.000000000000000
  138	    4	   6.901760000000000	   0.000000000000000
  138	    5	   6.573440000000000	   0.000000000000000
  138	    6	   2.633600000000000	   0.000000000000000
  139	    0	   9.266666666666666	   0.000000000000000
  139	    1	   7.961493333333335	   0.000000000000000
  139	    2	   7.635200000000000	   0.000000000000000
  139	    3	   7.308906666666667	   0.000000000000000
  139	    4	   6.982613333333334	   0.000000000000000
  139	    5	   6.656320000000001	   0.000000000000000
  139	    6	   2.740800000000001	   0.000000000000000
  140	    0	   9.333333333333334	   0.000000000000000
  140	    1	   8.036266666666668	   0.000000000000000
  140	    2	   7.711999999999999	   0.000000000000000
  140	    3	   7.387733333333332	   0.000000000000000
  140	    4	   7.063466666666667	   0.000000000000000
  140	    5	   6.739199999999999	   0.000000000000000
  140	    6	   2.848000000000000	   0.000000000000000
  141	    0	   9.400000000000000	   0.000000000000000
  141	    1	   8.111040000000001	   0.000000000000000
  141	    2	   7.788800000000000	   0.000000000000000
  141	    3	   7.466560000000000	   0.000000000000000
  141	    4	   7.144320000000000	   0.000000000000000
  141	    5	   6.822080000000001	   0.000000000000000
  141	    6	   2.955200000000001	   0.000000000000000
  142	    0	   9.466666666666667	   0.000000000000000
  142	    1	   8.185813333333336	   0.000000000000000
  142	    2	   7.865600000000001	   0.000000000000000
  142	    3	   7.545386666666667	   0.000000000000000
  142	    4	   7.225173333333334	   0.000000000000000
  142	    5	   6.904960000000001	   0.000000000000000
  142	    6	   3.062400000000002	   0.000000000000000
  143	    0	   9.533333333333333	   0.000000000000000
  143	    1	   8.260586666666669	   0.000000000000000
  143	    2	   7.942399999999999	   0.000000000000000
  143	    3	   7.624213333333333	   0.000000000000000
  143	    4	   7.306026666666667	   0.000000000000000
  143	    5	   6.987840000000000	   0.000000000000000
  143	    6	   3.169600000000000	   0.000000000000000
  144	    0	   9.600000000000000	   0.000000000000000
  144	    1	   8.335360000000001	   0.000000000000000
  144	    2	   8.019200000000000	   0.000000000000000
  144	    3	   7.703040000000001	   0.000000000000000
  144	    4	   7.386880000000001	   0.000000000000000
  144	    5	   7.070720000000001	   0.000000000000000
  144	    6	   3.276800000000001	   0.000000000000000
  145	    0	   9.666666666666666	   0.000000000000000
  145	    1	   8.410133333333334	   0.000000000000000
  145	    2	   8.095999999999998	   0.000000000000000
  145	    3	   7.781866666666666	   0.000000000000000
  145	    4	   7.467733333333333	   0.000000000000000
  145	    5	   7.153600000000000	   0.000000000000000
  145	    6	   3.384000000000000	   0.000000000000000
  146	    0	   9.733333333333333	   0.000000000000000
  146	    1	   8.484906666666667	   0.000000000000000
  146	    2	   8.172800000000001	   0.000000000000000
  146	    3	   7.860693333333333	   0.000000000000000
  146	    4	   7.548586666666667	   0.000000000000000
  146	    5	   7.236480000000000	   0.000000000000000
  146	    6	   3.491200000000001	   0.000000000000000
  147	    0	   9.800000000000001	   0.000000000000000
  147	    1	   8.559680000000002	   0.000000000000000
  147	    2	   8.249600000000001	   0.000000000000000
  147	    3	   7.939520000000001	   0.000000000000000
  147	    4	   7.629440000000001	   0.000000000000000
  147	    5	   7.319360000000001	   0.000000000000000
  147	    6	   3.598400000000002	   0.000000000000000
  148	    0	   9.866666666666667	   0.000000000000000
  148	    1	   8.634453333333335	   0.000000000000000
  148	    2	   8.326400000000000	   0.000000000000000
  148	    3	   8.018346666666666	   0.000000000000000
  148	    4	   7.710293333333333	   0.000000000000000
  148	    5	   7.402240000000000	   0.000000000000000
  148	    6	   3.705600000000000	   0.000000000000000
  149	    0	   9.933333333333334	   0.000000000000000
  149	    1	   8.709226666666668	   0.000000000000000
  149	    2	   8.403200000000000	   0.000000000000000
  149	    3	   8.097173333333334	   0.000000000000000
  149	    4	   7.791146666666667	   0.000000000000000
  149	    5	   7.485120000000000	   0.000000000000000
  149	    6	   3.812800000000001	   0.000000000000000
  150	    0	  10.000000000000000	   0.000000000000000
  150	    1	   8.784000000000001	   0.000000000000000
  150	    2	   8.479999999999999	   0.000000000000000
  150	    3	   8.175999999999998	   0.000000000000000
  150	    4	   7.872000000000000	   0.000000000000000
  150	    5	   7.568000000000000	   0.000000000000000
  150	    6	   3.920000000000000	   0.000000000000000
  151	    0	  10.066666666666666	   0.000000000000000
  151	    1	   8.858773333333335	   0.000000000000000
  151	    2	   8.556800000000001	   0.000000000000000
  151	    3	   8.254826666666668	   0.000000000000000
  151	    4	   7.952853333333335	   0.000000000000000
  151	    5	   7.650880000000002	   0.000000000000000
  151	    6	   4.027200000000002	   0.000000000000000
  152	    0	  10.133333333333333	   0.000000000000000
  152	    1	   8.933546666666668	   0.000000000000000
  152	    2	   8.633599999999999	   0.000000000000000
  152	    3	   8.333653333333334	   0.000000000000000
  152	    4	   8.033706666666667	   0.000000000000000
  152	    5	   7.733760000000001	   0.000000000000000
  152	    6	   4.134400000000001	   0.000000000000000
  153	    0	  10.199999999999999	   0.000000000000000
  153	    1	   9.008320000000001	   0.000000000000000
  153	    2	   8.710400000000000	   0.000000000000000
  153	    3	   8.412479999999999	   0.000000000000000
  153	    4	   8.114560000000001	   0.000000000000000
  153	    5	   7.816640000000000	   0.000000000000000
  153	    6	   4.241600000000000	   0.000000000000000
  154	    0	  10.266666666666666	   0.000000000000000
  154	    1	   9.083093333333336	   0.000000000000000
  154	    2	   8.787200000000000	   0.000000000000000
  154	    3	   8.491306666666668	   0.000000000000000
  154	    4	   8.195413333333335	   0.000000000000000
  154	    5	   7.899520000000002	   0.000000000000000
  154	    6	   4.348800000000002	   0.000000000000000
  155	    0	  10.333333333333334	   0.000000000000000
  155	    1	   9.157866666666669	   0.000000000000000
  155	    2	   8.864000000000001	   0.000000000000000
  155	    3	   8.570133333333334	   0.000000000000000
  155	    4	   8.276266666666668	   0.000000000000000
  155	    5	   7.982400000000001	   0.000000000000000
  155	    6	   4.456000000000001	   0.000000000000000
  156	    0	  10.400000000000000	   0.000000000000000
  156	    1	   9.232640000000002	   0.000000000000000
  156	    2	   8.940799999999999	   0.000000000000000
  156	    3	   8.648959999999999	   0.000000000000000
  156	    4	   8.357120000000000	   0.000000000000000
  156	    5	   8.065280000000000	   0.000000000000000
  156	    6	   4.563200000000000	   0.000000000000000
  157	    0	  10.466666666666667	   0.000000000000000
  157	    1	   9.307413333333333	   0.000000000000000
  157	    2	   9.017599999999998	   0.000000000000000
  157	    3	   8.727786666666665	   0.000000000000000
  157	    4	   8.437973333333332	   0.000000000000000
  157	    5	   8.148159999999999	   0.000000000000000
  157	    6	   4.670400000000000	   0.000000000000000
  158	    0	  10.533333333333333	   0.000000000000000
  158	    1	   9.382186666666669	   0.000000000000000
  158	    2	   9.094400000000000	   0.000000000000000
  158	    3	   8.806613333333335	   0.000000000000000
  158	    4	   8.518826666666667	   0.000000000000000
  158	    5	   8.231040000000002	   0.000000000000000
  158	    6	   4.777600000000002	   0.000000000000000
  159	    0	  10.600000000000000	   0.000000000000000
  159	    1	   9.456960000000000	   0.000000000000000
  159	    2	   9.171199999999999	   0.000000000000000
  159	    3	   8.885439999999999	   0.000000000000000
  159	    4	   8.599680000000001	   0.000000000000000
  159	    5	   8.313920000000000	   0.000000000000000
  159	    6	   4.884800000000001	   0.000000000000000
  160	    0	  10.666666666666666	   0.000000000000000
  160	    1	   9.531733333333333	   0.000000000000000
  160	    2	   9.247999999999999	   0.000000000000000
  160	    3	   8.964266666666665	   0.000000000000000
  160	    4	   8.680533333333333	   0.000000000000000
  160	    5	   8.396799999999999	   0.000000000000000
  160	    6	   4.992000000000000	   0.000000000000000
  161	    0	  10.733333333333333	   0.000000000000000
  161	    1	   9.606506666666670	   0.000000000000000
  161	    2	   9.324800000000002	   0.000000000000000
  161	    3	   9.043093333333335	   0.000000000000000
  161	    4	   8.761386666666668	   0.000000000000000
  161	    5	   8.479680000000002	   0.000000000000000
  161	    6	   5.099200000000002	   0.000000000000000
  162	    0	  10.800000000000001	   0.000000000000000
  162	    1	   9.681280000000001	   0.000000000000000
  162	    2	   9.401600000000000	   0.000000000000000
  162	    3	   9.121919999999999	   0.000000000000000
  162	    4	   8.842240000000000	   0.000000000000000
  162	    5	   8.562560000000001	   0.000000000000000
  162	    6	   5.206400000000001	   0.000000000000000
  163	    0	  10.866666666666667	   0.000000000000000
  163	    1	   9.756053333333334	   0.000000000000000
  163	    2	   9.478399999999999	   0.000000000000000
