ASSET	            ASSETVAL	 PROD	HOUSE	SERVICE	                dist
    0	   0.000000000000000	    0	    0	    0	   0.042284799949615	   0.000000000000000	    0
    0	   0.002186406833108	    1	    0	    0	   0.069751415505876	   0.032796102496621	    0
    0	   0.000547262599170	    2	    0	    1	   0.068858236012222	   0.008208938987547	    0
    0	   0.113856827239854	    3	    0	    1	   0.022109142058723	   0.707852408597808	    1
    0	   0.292330228467715	    4	    0	    1	   0.000395706453305	   0.384953427015719	    4
    0	   0.437125411399033	    5	    0	    3	   0.000000000000000	   0.556881170985493	    6
    0	   0.392417152000872	    6	    0	    6	   0.000000000000000	   0.886257280013077	    5
    0	   0.134807901561733	    0	    0	    0	   0.000112052538299	   0.022118523425996	    2
    0	  -2.432000000000000	    1	    1	    1	   0.000589833902007	   0.000000000000000	    0
    0	  -2.403748767757411	    2	    1	    1	   0.000648220341787	   0.377824967580989	    0
    0	  -2.299079461627495	    3	    1	    1	   0.000131351745673	   0.777646287078801	    1
    0	  -2.138291732477585	    4	    1	    1	   0.000002258516631	   0.927981466508758	    3
    0	  -1.957563353164746	    5	    1	    1	   0.000000000000000	   0.344997951612710	    6
    0	   0.630350129825484	    6	    0	    6	   0.000000000000000	   0.455251947382264	    9
    0	   0.183833371438451	    0	    0	    0	   0.000049567251408	   0.757500571576769	    2
    0	   0.238880342694511	    1	    0	    0	   0.000383485760388	   0.583205140417662	    3
    0	  -3.040000000000000	    2	    2	    2	   0.000741634554608	   0.000000000000000	    0
    0	  -2.923887692994393	    3	    2	    2	   0.000816680665094	   0.511878997468852	    1
    0	  -2.756516393708428	    4	    2	    2	   0.001476923705292	   0.691192790254850	    3
    0	  -2.572844280378103	    5	    2	    2	   0.000621696716544	   0.082756765910127	    6
    0	  -2.600306215049028	    6	    2	    2	   0.000030935766317	   0.725179491549126	    5
    0	   0.235257828823567	    0	    0	    0	   0.000000745825271	   0.528867432353506	    3
    0	   0.293503575567437	    1	    0	    0	   0.000007189824592	   0.402553633511548	    4
    0	  -3.647762815657797	    2	    3	    3	   0.000017714966971	   0.003008935329031	    0
    0	  -3.555503590177639	    3	    3	    3	   0.000007884250763	   0.173415212563794	    1
    0	  -3.375989888490593	    4	    3	    3	   0.000000143678898	   0.450737206225573	    3
    0	  -3.181730021369242	    5	    3	    3	   0.000000000000000	   0.915129972480869	    5
    0	  -3.182571708020717	    6	    3	    3	   0.000000000000000	   0.904452283228394	    5
    0	   0.288207305282031	    0	    0	    0	   0.000000000000000	   0.323109579230469	    4
    0	   0.348973518918872	    1	    0	    0	   0.000000000000000	   0.234602783783086	    5
    0	   0.391873450372590	    2	    0	    1	   0.000000000000000	   0.878101755588852	    5
    0	  -4.198048267914588	    3	    4	    4	   0.000000000000000	   0.716751303826827	    0
    0	  -4.003449596462132	    4	    4	    4	   0.000000000000000	   0.123562049033660	    3
    0	  -3.796520489060260	    5	    4	    4	   0.000000000000000	   0.682876537018554	    5
    0	  -3.773335712910104	    6	    4	    4	   0.000000000000000	   0.969627561303131	    5
    0	   0.342037827995258	    0	    0	    0	   0.000000000000000	   0.130567419928866	    5
    0	   0.354094975192638	    1	    0	    1	   0.000000000000000	   0.311424627889577	    5
